gene	call	pass_count	failed_gates	ms_genetic	cross_genetics	local_breadth	residual_or_perturbation	reachable_modality	not_blocked	direction_clear	strong_l2g_disease_count	strong_qtl_coloc_disease_count	ms_max_l2g_score	ms_max_relevant_qtl_h4	local_positive_disease_count	wave62_call	wave104_call	wave128_call	blocker_text
PADI4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PDGFD	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PDK1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PGM1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PHC1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PLEKHH2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
POLI	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
POU2F3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
POU3F1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PRICKLE1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PRKD2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PRR5L	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality;direction_clear	False	False	True	False	False	True	False	1	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |       
PSMD5	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PTEN	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
RASGRP3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
RFT1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
RIGI	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
RIN3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
RSRP1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SATB2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SHMT1	NO_PIVOT_TARGET	2	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	True	False	False	False	False	True	False	1	1	0.5171698927879333	0.986888343720532	1.0	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |       
SIRPG	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SLC15A4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SLC22A4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SLC25A37	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SLC30A7	NO_PIVOT_TARGET	2	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	True	False	False	False	False	True	False	1	1	0.7069368958473206	0.9435398688903386	2.0	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |       
SLC60A2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SNRPC	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SPATA2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SPIB	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SRPK1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ST8SIA4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
STAP2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SWAP70	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TBC1D4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TH	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
THBS3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TNFAIP2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality;direction_clear	False	False	True	False	False	True	False	1	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |       
TPCN2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TSPAN14	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor |  | weak_reachability;no_strong_ms_anchor |  |  |  |  |  |  nan     
TXNDC11	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TYR	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UBAP2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VAPB	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
VEGFB	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
WDR36	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
XCL2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AAMDC	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ABI1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ABI3BP	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ABL2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ABLIM3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACER2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACP3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACTR2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality;direction_clear	False	False	True	False	False	True	False	1	0	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |       
ADAD1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ADAMTS1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ADAMTSL1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ADCY8	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ADGRA1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AGBL1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AGO1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AGTPBP1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AIG1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AKAP11	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AKAP6	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AKR1B10	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	1	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
