gene	intervention_class	wave83_call	total_score	reachability_score	cross_autoimmune_score	ms_score	perturbation_response_score	safety_prior_penalty	hard_failures	accessible_uniprot	manual_closure_reason	manual_closure_source	chembl_activity_count	chembl_target_id	wave34a_target_class	wave34a_modality	positive_disease_count	positive_diseases	positive_fdr10_compartment_count	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	target_resolution_score	genetics_first_score	global_meta_score	model_support_contexts	model_strong_support_contexts	direct_selective	direct_selectivity_score	efferocytosis_screen_call	ibd_response_fdr10	wave68_call	l1000_wave24_call	wave39_call	wave62_call	wave34a_call	wave71_call	wave55_score	manual_prior_blocked	primary_route_note
MYC	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.83178789653778	0.0	4.8	2.0	0.0	1.0	weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				2.0	Crohn disease;type 1 diabetes mellitus	0.0	4.0	MS;RA	0.0	0.6827977895736694	0.1796494504019694	0.5466328849061214	1.284252643585205	0.0	-0.6434	0.0	0.0	0	0.0528308602834423	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	16.0	0	insufficient_independent_convergence_after_guardrails
CTSB	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.79354346376996	0.5	3.2	0.0	4.5	2.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;manual_or_prior_blocker	0			0.0				2.0	psoriasis;ulcerative colitis	0.0	1.0	T1D	1.0	0.0	0.0	0.8140537383462653	3.2902897584664066	0.0	-3.6	3.0	2.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL	NO_GO_PRIOR		NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	4.0	1	insufficient_independent_convergence_after_guardrails
DAP	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.775	0.0	6.5	2.0	0.0	2.0	weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	5.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0	0.3933456450044126	0.0080691967127082	0.0	0.0	-2.9	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	20.0	1	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route
TTYH3	transporter_or_trafficking	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.7092392499999995	2.0	5.0	1.0	0.0	2.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	2.0	0.0		0.0	0.0	0.3792362363776007	0.1845335127721597	0.0	0.0	-1.163043	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	1	insufficient_breadth; prior_demoted_or_class_blocked; reachable protein class by UniProt location/features
NRG1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.7	0.0	3.7	0.0	2.0	0.0	weak_reachability;no_strong_ms_anchor	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	1.0	AITD	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL						7.0	0	
WDR1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.7	0.0	3.7	0.0	2.0	0.0	weak_reachability;no_strong_ms_anchor	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	1.0	RA	0.0	0.0	0.1039537575827651	0.3711951543867527	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL						5.0	0	
MUC1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.676828915697935	2.0	4.2	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	Crohn	1.0	0.0	0.0	0.4148342302526814	3.1788594379862287	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			7.0	0	
ITGA4	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.6647711685169515	1.0	5.3	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				2.0	Sjogren syndrome;psoriasis	0.0	4.0	Celiac;Crohn	1.0	0.0	0.0037716265182998	0.9953916035396312	2.4318077901130137	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			14.5	0	
LRRK2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.6542325	0.5	4.8	0.0	0.5	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				2.0	Crohn disease;ulcerative colitis	0.0	4.0	AS;Crohn;Psoriasis;UC	0.0	0.0	0.6195523948131534	0.1043486548165995	0.0	0.0	-0.58307	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL	PARK_REVIEW				NO_REOPEN_INSUFFICIENT_CONVERGENCE	10.0	0	insufficient_independent_convergence_after_guardrails
BANK1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.6461683530494255	0.0	6.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				2.0	Crohn disease;ulcerative colitis	0.0	6.0	SLE	1.0	0.0	0.0	0.2391155920390936	2.3899556869961724	0.0	1.1507	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	22.0	0	insufficient_independent_convergence_after_guardrails
TNFRSF6B	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.639473954536589	2.0	4.3	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				0.0		0.0	4.0	Crohn	3.0	0.0	0.0	1.0	2.263159696910598	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			10.0	0	
DENND1B	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.637834080315077	0.0	6.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	psoriasis	0.0	6.0	Crohn;PBC;Psoriasis	3.0	0.0	0.0	0.9374309900610388	2.396727202100516	0.0	1.1133	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	21.0	0	insufficient_independent_convergence_after_guardrails
RGS1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.635849248424485	0.0	5.5	2.0	0.0	3.0	weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:g_protein_regulator_locus_no_druggable_route;no_high_confidence_directional_support	0	g_protein_regulator_locus_no_druggable_route	wave62 closure	0.0				1.0	type 1 diabetes mellitus	0.0	5.0	Celiac;MS;Psoriasis;T1D	2.0	0.884235680103302	0.0	0.8978310658595267	6.883494989496564	0.0	0.4133	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW		NO_REOPEN_INSUFFICIENT_CONVERGENCE	21.0	1	insufficient_independent_convergence_after_guardrails
PRKCB	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.62864261652133	1.0	5.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	Sjogren syndrome	0.0	7.0	UC	1.0	0.0	0.2060386471848883	0.4904213807858716	2.3354507768088704	0.0	1.1133	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	21.0	0	insufficient_independent_convergence_after_guardrails
MST1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.60682739264595	0.0	6.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	5.0	Crohn;UC	3.0	0.0	0.0	0.758469251968987	2.379849284306336	0.0	0.9994	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	19.0	0	insufficient_independent_convergence_after_guardrails
IFNLR1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.600270144191543	2.0	4.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				0.0		0.0	5.0	Psoriasis	1.0	0.0	0.3761689763770839	0.2589872372949059	2.4268009612769568	0.0	0.945	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	18.0	0	insufficient_independent_convergence_after_guardrails
GSDMB	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.597418005828324	0.0	6.3	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	4.0	PBC;T1D;UC	5.0	0.0	0.0	0.2160780892741972	1.9827867055221584	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			11.0	0	
NXPE1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.587399715153559	0.0	4.0	0.0	2.0	1.0	weak_reachability;no_strong_ms_anchor	0			0.0				0.0		0.0	5.0	UC	1.0	0.0	0.0	1.0	2.3409981010237235	0.0	0.945	0.0	0.0	0	0.0		1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	18.0	0	insufficient_independent_convergence_after_guardrails
CLEC16A	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.534072684710488	0.5625	4.5	2.0	0.0	2.0	weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			0.0		intracellular scaffold	indirect mitophagy restoration	1.0	Crohn disease	0.0	7.0	Crohn;MS;PBC;Psoriasis;SLE;T1D	0.0	1.0	0.1097171053941039	0.5873801680223918	2.722984564736591	19.2625	-3.6	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION	DEMOTE_NOT_DRUGGABLE_IN_CORRECT_DIRECTION	NO_REOPEN_INSUFFICIENT_CONVERGENCE	19.0	1	Genetics may be broad, but current modality is absent or wrong-direction restoration.
NAB1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.454232989605465	0.0	4.1	0.0	2.0	1.0	weak_reachability;no_strong_ms_anchor	0			0.0				1.0	Crohn disease	0.0	3.0	PBC	2.0	0.0	0.2243991479357632	0.2956673841450982	2.3615532640364365	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			11.0	0	
DDX39A	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.45	2.0	5.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			3.0	CHEMBL4105795			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.0	0.2501673335954121	0.0	0.0	-2.2	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 3
MTHFD2	enzyme	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.45	2.0	5.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			86.0	CHEMBL3621036			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.0461599204982174	0.8145219094018459	0.0	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 86
PKM	kinase_or_phosphosignaling	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.45	2.0	5.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			14174.0	CHEMBL1075189			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.2079528837975353	0.3934173353018323	0.0	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 14174
PLEK2	surface_secreted_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.45	2.0	3.0	2.0	0.0	1.0	weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	3.0459958234208124	0.0073786076112192	0.0	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; reachable protein class by UniProt location/features
YDJC	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.434663088894438	0.0	5.7	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;Sjogren syndrome;psoriasis	0.0	1.0	SLE	4.0	0.0	0.0	0.3631895728797831	2.779253925962917	0.0	1.2711	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	5.0	0	insufficient_independent_convergence_after_guardrails
IL18RAP	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.413804112328504	2.0	4.1	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				1.0	Crohn disease	0.0	3.0	Celiac;Crohn	2.0	0.0	0.0	0.2327262079737087	2.092027415523361	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			13.0	0	
CD200	surface_secreted_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.4	2.0	4.4	1.0	0.0	2.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	2.0	Crohn;UC	0.0	0.0	1.8384397244159705	0.0908591902171466	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				11.0	1	insufficient_breadth; prior_demoted_or_class_blocked; reachable protein class by UniProt location/features
MALT1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.4	0.0	1.4	2.0	2.0	0.0	weak_reachability;insufficient_cross_disease_breadth	0			0.0				0.0		0.0	2.0	MS;RA	0.0	0.5732686075134473	0.6132711986927184	0.0846248645793332	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL						8.0	0	
CTSH	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.371107798682589	0.0	4.9	2.0	0.0	2.0	weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	2.0	T1D	1.0	0.501099813097785	0.1857297887366638	0.3199162871104055	3.469551991217251	0.0	-0.1973	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	9.0	1	insufficient_independent_convergence_after_guardrails
AFF3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.369557594258831	0.0	3.8	0.0	2.0	1.0	weak_reachability;no_strong_ms_anchor	0			0.0				0.0		0.0	4.0	RA;T1D	2.0	0.0	0.0	0.8121387731755373	2.3693839617255414	0.0	0.8566	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	16.0	0	insufficient_independent_convergence_after_guardrails
PSMB8	enzyme	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.36206525	2.0	4.0	0.0	2.0	2.0	weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker	0			689.0	CHEMBL5620			4.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.254256085876932	0.2662975252805021	0.0	0.0	-2.551739	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	0.0	1	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; prior_demoted_or_class_blocked; core_machinery_or_hla_marker; ChEMBL exact target found; ChEMBL activity records: 689
TSPAN14	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.359402290243112	0.0	4.0	0.0	2.0	1.0	weak_reachability;no_strong_ms_anchor	0			0.0				0.0		0.0	5.0	Crohn	1.0	0.0	0.0	0.1073531101364719	2.396015268287418	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
RORC	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.340098410428233	2.0	4.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				0.0		0.0	5.0	UC	1.0	0.0	0.0	0.1986659018065236	2.267322736188217	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
PDGFB	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.339364493879537	0.0	6.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	psoriasis	0.0	5.0	Crohn;UC	3.0	0.0	0.0219019557017166	0.9387864248395232	2.2624299591969153	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			15.0	0	
RAB11A	transporter_or_trafficking	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.2862635000000004	2.0	4.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0	CHEMBL5291509			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.7858510052593756	0.0	0.0	1.145054	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; surface_state_confounder_dominant; reachable protein class by UniProt location/features; ChEMBL exact target found; Wave15 residual state support in 5 diseases
GPR183	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.2861395299434655	2.0	4.1	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				2.0	Crohn disease;Sjogren syndrome	0.0	3.0	Psoriasis	0.0	0.0	0.0	0.6637151735644201	1.240930199623108	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			8.0	0	
HSPG2	surface_secreted_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.27309775	2.0	4.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.3187159992688665	0.0	0.0	1.092391	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; directional_negative_disease_signal; reachable protein class by UniProt location/features
TCF7	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.2522086243391035	0.0	3.8	2.0	0.0	1.0	weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	4.0	RA;SLE	0.0	0.5270494672877762	0.0	0.3670052559778786	1.3490574955940249	0.0	0.9994	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	19.0	0	insufficient_independent_convergence_after_guardrails
AHR	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.25	1.0	4.8	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				2.0	Crohn disease;ulcerative colitis	0.0	4.0	AS;Crohn;Psoriasis;UC	0.0	0.0	0.4506701497294898	0.2713383380918425	0.0	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL					NO_REOPEN_INSUFFICIENT_CONVERGENCE	10.5	0	insufficient_independent_convergence_after_guardrails
ACSL4	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.2439945	0.0	3.0	0.0	2.0	0.0	weak_reachability;no_strong_ms_anchor	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.2015981425120099	0.4425443131425552	0.0	0.0	0.975978	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL					NO_REOPEN_INSUFFICIENT_CONVERGENCE	3.0	0	insufficient_independent_convergence_after_guardrails
CHD1L	nuclear_regulatory	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.24053	2.0	4.0	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			4.0	CHEMBL5724766			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.6083300433712847	0.0	0.0	0.96212	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 4
HINT1	nuclear_regulatory	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.2269921647429465	0.0	4.7	1.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;Sjogren syndrome;ulcerative colitis	1.0	1.0		0.0	0.0	0.3658156867496096	0.0675735985637374	1.809864431619644	0.0	1.02205	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE	NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	3.0	0	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route
ADCY3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.216844666934369	0.0	4.5	1.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	5.0	Crohn;Psoriasis	2.0	0.0	0.94176061116719	0.005839364997926	2.128131112895796	0.0	1.5905	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	15.0	0	insufficient_independent_convergence_after_guardrails
TNFRSF11A	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	5.1992	0.0	3.0	0.0	2.0	0.0	weak_reachability;no_strong_ms_anchor	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.9470554176870556	0.0	0.0	0.7968	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL					NO_REOPEN_INSUFFICIENT_CONVERGENCE	3.0	0	insufficient_independent_convergence_after_guardrails
