gene	disease	dataset	channel	comparison	effect	p	quality	score	limitation	axis	positive_nominal	negative_nominal
MYL6	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.338563018757283	0.358951435852626	0.8	0.5751327250671929	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MYH9	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.26040650740547	1.29917343081764e-06	0.9	1.1236208473615388	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
MYH9	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.05899248209769	0.0144328239388418	0.8	-1.0762557799711716	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
PGLS	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.174339233237975	1.3563486681701e-06	0.9	-1.045246645105129	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
PGLS	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.369350541673712	0.414823067184775	0.8	0.5826255264808993	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CLCN6	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.409810958215535	1.6338582011908e-06	0.9	1.246285466550995	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
CLCN6	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.305721973011422	0.475532659596901	0.8	0.5503896365895553	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
EXOC7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.186279909482773	1.67188527724715e-06	0.9	1.0477930169083576	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
EXOC7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0427932365928205	1.0	0.8	-0.4171172946371282	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DIAPH1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.496927598560402	1.78481534819855e-06	0.9	-1.3189885680317597	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
DIAPH1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.189618668235764	0.759765825978067	0.8	-0.4853105066725865	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PARP4	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.765206233212394	2.05981070968308e-06	0.35	0.6016647254184956	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
PARP4	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.185854960177612	0.918812683274642	0.8	0.47724914849238786	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SEC22B	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.167603105800818	2.10512839514287e-06	0.9	1.0225332138533816	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
SEC22B	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.514363580702287	0.0831311427008039	0.8	0.7148034612925357	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DHRS7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.186927054526624	2.63666117451588e-06	0.9	1.0307522914173948	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
DHRS7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.171405367336722	0.262192602406773	0.8	-0.5139642231912247	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MLF2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.369067148909125	2.8426106149425e-06	0.9	-1.1855727177015838	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
MLF2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.545772024045328	0.22127181567247	0.8	0.6858151368873336	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
OSTF1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.30473351949325	2.8187544340731e-06	0.9	1.1302198098057294	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
OSTF1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.464061774167535	0.262192602406773	0.8	-0.6423697495725094	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MTFR1L	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.378256563995857	2.80025055013293e-06	0.9	-1.194204503791556	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
MTFR1L	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.223600147632876	0.838463781922464	0.8	0.4956816998820224	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
FABP5	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.507894671870869	3.04361277849557e-06	0.9	-1.3024376822668924	bulk lesion proteomics, donor-aware but not cell-specific	lipid_droplet_efflux	False	True
FABP5	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.701579091532977	0.0414910873877314	0.8	0.8374089157592989	reconstructed state from snRNA markers; donor-paired but marker-defined	lipid_droplet_efflux	True	False
ARHGAP35	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.22997497928536	3.29182795121268e-06	0.9	1.0592448772468077	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
ARHGAP35	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.708219900567457	0.0414910873877316	0.8	-0.8406770992489762	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
SACM1L	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.253867988815269	3.33811605700623e-06	0.9	1.0792510633747334	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
SACM1L	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.448680869478645	0.185143724157873	0.8	-0.6502153948301609	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PLXNB3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.910781770951199	3.51587782417697e-06	0.9	-1.6414522400799987	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
PLXNB3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.263858024971947	0.422678074170635	0.8	-0.5370545844314826	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PRKCD	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.566612693720185	3.68561357403838e-06	0.9	1.3433888162108412	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
PRKCD	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.08306018081592	0.0080452374865616	0.8	-1.1240833112099209	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
IPO7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.188972544097548	3.81909994425302e-06	0.9	-1.0181801137578559	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
IPO7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.300524714492125	0.475532659596901	0.8	-0.5481988813699732	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SLC14A1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.480046841347637	4.92685637411542e-06	0.9	-1.2551644650152338	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
SLC14A1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.582957743280237	0.155131568727114	0.8	0.7185889246488943	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ITGA3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.459525425386744	5.23909307432156e-06	0.9	1.2348399389268419	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
ITGA3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.662532791424279	0.0423152749057141	0.8	0.817246016539082	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
USP10	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.287448937596174	5.38101795758091e-06	0.35	-0.42316273424168854	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
USP10	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.10248110239026	0.0190588916017305	0.8	-1.082063254947468	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
TMEM63A	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.499326104969523	5.42718531699538e-06	0.9	1.2667909731693108	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
TMEM63A	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.876907325134555	0.0414910873877316	0.8	-0.9236943119144765	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
GLYR1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.284225820646599	5.86762636271727e-06	0.35	0.42069505700222465	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
GLYR1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.20709950529697	0.759765825978067	0.8	-0.49244189601419486	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ILVBL	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.119771935029742	6.56390275089548e-06	0.9	0.9391670993864204	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
ILVBL	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.124054690037227	0.838463781922464	0.8	0.45535573087000353	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NDUFA9	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.200558544606309	7.20557351191256e-06	0.9	-1.0032765918925215	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
NDUFA9	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0657092688404533	0.838463781922464	0.8	-0.431719939704811	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RLBP1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.618950667813883	7.63436161996536e-06	0.9	1.34986818877813	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
RLBP1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.466400144885937	0.0934924836898357	0.8	-0.6871769379720616	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
GMPR	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.479602559073028	9.07890125270374e-06	0.9	-1.2253291648223108	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
GMPR	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.763896238872765	0.0665457213437162	0.8	0.8439514264676715	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TMEM205	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.246742038577273	9.72034483538578e-06	0.9	1.0297140151217856	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
TMEM205	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.420114572790733	0.22127181567247	0.8	0.6300644952710144	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
BBOX1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-1.13365293389068	9.7043151335453e-06	0.9	-1.7623496003246657	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
BBOX1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.314083527178989	0.441208519505878	0.8	-0.5567645849137576	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
FBLN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.984938891722557	1.0351477293594e-05	0.9	-1.6353411819812704	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
FBLN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.615250588969335	0.0972010883062346	0.8	0.7551112227561771	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CTBP1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.177483029695953	1.17214956614178e-05	0.9	-0.9653315233612596	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
CTBP1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.171556945634971	0.683480902201426	0.8	0.4815312751017668	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NDUFS7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.36029608002692	1.1891883365316e-05	0.9	-1.114567029621602	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
NDUFS7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.431065883712353	0.308063229907199	0.8	0.6212123564326528	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
GOLGA7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.561607624454366	1.24725307071403e-05	0.9	1.2770880346799405	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
GOLGA7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.311468550881305	0.414823067184775	0.8	0.5579981397505669	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
EGLN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.359497638695725	1.4300568622798e-05	0.9	1.1057453679395681	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
EGLN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.576136488846348	0.102917539402853	0.8	-0.734218028783159	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TNFAIP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	1.14484018944106	1.58009658376543e-05	0.35	0.6757070086788208	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
TNFAIP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	1.19040473081991	0.0059215370241487	0.8	1.2014465670648349	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
PGAM1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.258283984756657	1.57330464322475e-05	0.9	-1.0195108055559534	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
PGAM1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.464686092274587	0.185143724157873	0.8	-0.6573990627302922	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
BPNT1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.165976408691727	1.69790458563836e-05	0.9	-0.9418250275212666	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
BPNT1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.639889866524748	0.0323129112432441	0.8	-0.8189198831823138	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
CTSZ	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.609030758345367	1.8518067239793e-05	0.9	1.2951576524522466	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
CTSZ	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.585697921649761	0.126278928554698	0.8	0.7292803514989766	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ANO6	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.350909677648247	1.84878929792092e-05	0.9	1.087459924324802	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
ANO6	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.486597529688392	0.185143724157873	0.8	-0.6672336330828647	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CAMK2G	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.215483946047104	2.05849998212313e-05	0.9	-0.9741905520545625	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	True
CAMK2G	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.223664546963676	0.759765825978067	0.8	0.49919968233596124	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
EXOC8	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.290408289397673	2.05427084984196e-05	0.9	1.0343276318232795	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
EXOC8	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.126045108623045	0.759765825978067	0.8	0.45937537531458233	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
KCTD12	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.543543707656274	2.02156986787611e-05	0.9	1.2380352621681447	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	True	False
KCTD12	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.124865838255627	1.0	0.8	-0.4499463353022508	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
