gene	wave34_score	wave34_call	failed_gates	gwas_catalog_trait_count	gwas_catalog_min_p	gwas_catalog_traits	local_positive_disease_count	local_negative_disease_count	positive_diseases	residual_retained_disease_count	ms_anchor	ms_wm_delta_log2	ms_wm_p	genetics_ready_score	ot_n_diseases_score_ge_0_5	gtex_n_relevant_tissues_with_significant_cis_eqtl	druggable_activity_count	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_best_nM	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	perturbation_or_model_support	foundation_rescue_recommendation	foundation_real_perturbation_alignment_call	manual_blocker_class	manual_blocker_text_wave34	proxy_call	primary_blocker
KRT8P37	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	9e-12	Atopic dermatitis;Multiple sclerosis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LAMB2	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-33	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False	-0.5429708012719576	0.1787558005044487				0.0					0.0	0.0	False						
LARP7P4	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	4e-08	Atopic dermatitis;Inflammatory bowel disease (Tractor method with European ancestry);Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LEF1-AS1	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-09	Multiple sclerosis (MTAG);Rheumatoid arthritis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LHX3	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	5e-36	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LIME1	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-26	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False	-1.3152149775459172	0.1104087099011631				0.0					0.0	0.0	False						
LINC00208	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-12	Autoimmune thyroid disease;Extraintestinal manifestations in inflammatory bowel disease (any of 7 phenotypes);Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC00336	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-36	Psoriasis;Rheumatoid arthritis or type 1 diabetes;Vitiligo	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC00511	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-13	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC00613	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	4e-07	Crohn's disease (Tractor method with European ancestry);Inflammatory bowel disease (Tractor method with European ancestry);Ulcerative colitis (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC00709	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-08	Atopic dermatitis;Recalcitrant atopic dermatitis;Rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC00877	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-08	Atopic dermatitis;Crohn's disease (Tractor method with African ancestry);Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01012	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	9e-16	Hunner-type interstitial cystitis or rheumatoid arthritis (MTAG);Psoriasis;Rheumatoid arthritis or type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01063	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-08	Multiple sclerosis;Psoriasis;Vitiligo	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01104	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-18	B-cell lymphoblastic leukemia or rheumatoid arthritis (pleiotropy);Rheumatoid arthritis;Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01108	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-17	Multiple sclerosis;Response to tofacitinib treatment in psoriasis (herpes zoster);Response to tofacitinib treatment in psoriasis (herpes zoster)(time to event)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01117	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-06	Coronary artery disease in type 1 diabetes;Sjögren's syndrome;Ulcerative colitis (Tractor method with Amerindian ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01127	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-08	Inflammatory bowel disease;Inflammatory bowel disease x sex interaction (2df);Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01147	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-17	Ankylosing spondylitis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01287	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	5e-07	Paneth cell defects in Crohn's disease;Ulcerative colitis;Ulcerative colitis (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01550	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	4e-09	Crohn's disease (Tractor method with African ancestry);Graves' disease;Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01684	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-06	Coronary artery disease in type 1 diabetes;Crohn's disease (Tractor method with African ancestry);Ulcerative colitis (Tractor method with Amerindian ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01739	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-06	Atopic dermatitis;Crohn's disease (Tractor method with African ancestry);Response to cyclophosphamide in systemic lupus erythematosus with lupus nephritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01762	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-13	B-cell lymphoblastic leukemia or multiple sclerosis (pleiotropy);Multiple sclerosis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01781	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-11	Response to TNF inhibitor in rheumatoid arthritis (change in swollen 28-joint count);Response to TNF inhibitor in rheumatoid arthritis (change in tender 28-joint count);Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01997	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-09	Bone mineral density (lumbar spine) in inflammatory bowel disease;FEV1 or inflammatory bowel disease (pleiotropy);FEV1/FVC or inflammatory bowel disease (pleiotropy)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02253	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-08	Crohn's disease (time to progression);Systemic lupus erythematosus;Ulcerative colitis (Tractor method with Amerindian ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02324	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-09	Inflammatory bowel disease;Ulcerative colitis;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02390	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	5e-24	Multiple sclerosis;Multiple sclerosis (MTAG);Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02401	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	8e-15	Autoimmune thyroid disease;Graves' disease;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02513	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-27	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02555	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	4e-25	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02570	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-16	Rheumatoid arthritis or inflammatory bowel disease;Rheumatoid arthritis or multiple sclerosis;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02635	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-26	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02667	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-11	Moderate or severe prolonged lymphopenia in dimethyl fumarate-treated relapsing-remitting multiple sclerosis;Takes medication for Crohn's disease?;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02676	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-08	Atopic dermatitis;Recalcitrant atopic dermatitis;Rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02773	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	6e-10	Atopic dermatitis;Thiopurine-induced leukopenia in inflammatory bowel disease (conditioned on rs116855232);Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02950	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-21	Autoimmune thyroid disease;Lymphocytic thyroiditis;Systemic lupus erythematosus (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02980	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	7e-12	Graves' disease;Psoriasis;Systemic lupus erythematosus (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03131	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-08	Inflammatory bowel disease or major depressive disorder (pleiotropy);Inflammatory skin disease;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINGO2	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	8e-09	Carotid plaques in rheumatoid arthritis;Graves' disease;Lupus nephritis in systemic lupus erythematosus	0.0	0.0		0.0	False	-0.6699299596103241	0.4939986178284226				0.0					0.0	0.0	False						
LNC-LBCS	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	8e-09	Lupus nephritis in systemic lupus erythematosus;Type 1 diabetes;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LNCARGI	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-13	Multiple sclerosis;Systemic lupus erythematosus;Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LRRC25	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-10	Psoriasis;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG)	0.0	0.0		0.0	False	-0.0543064283242209	0.783048095041534				0.0					0.0	0.0	False						
LRRC34	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-11	Chronic lymphocytic leukemia or multiple sclerosis;Chronic lymphocytic leukemia or systemic lupus erythematosus;Multiple sclerosis	0.0	0.0		0.0	False	-0.6956034158718705	0.3927870380734609				0.0					0.0	0.0	False						
LRRC43	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-08	Atopic dermatitis;Inflammatory skin disease;Psoriasis	0.0	0.0		0.0	False	-2.646396901901304	0.013623051190841				0.0					0.0	0.0	False						
LRRC56	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	9e-11	Multiple sclerosis (age of onset);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG)	0.0	0.0		0.0	False	-1.0160158586370702	0.3730862789258146				0.0					0.0	0.0	False						
LSAMP	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-08	Graves' disease;Inflammatory bowel disease;Psoriasis	0.0	0.0		0.0	False	-0.2701829783941045	0.7619069677322386				0.0					0.0	0.0	False						
LSM2	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	5e-65	Graves' disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False	-0.045453251733269	0.8600587125801582				0.0					0.0	0.0	False						
LYRM7	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	6e-36	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False	-0.0063758491303431	0.9758701821247217				0.0					0.0	0.0	False						
LYRM9-AS1	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-10	Ankylosing spondylitis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MED6P1	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-28	Multiple sclerosis;Psoriasis;Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
METTL10	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	1e-09	Crohn's disease;Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR181A1HG	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	3e-08	Celiac disease and Rheumatoid arthritis;Multiple sclerosis;Rheumatoid arthritis (ACPA-positive)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR572	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	6e-08	Hashimoto thyroiditis versus Graves' disease;Systemic lupus erythematosus;Ulcerative colitis (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR588	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	4e-13	Psoriasis;Type 1 diabetes;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR646HG	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-13	Chronic kidney disease (severe chronic kidney disease vs normal kidney function) in type 1 diabetes;Type 1 diabetes nephropathy;Type 1 diabetes with ketoacidosis (PheCode 250.11)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCYBP36	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-06	Coronary artery disease in type 1 diabetes;Median relapse-independent longitudinal Multiple Sclerosis Severity Scale score in relapse-onset multiple sclerosis;Median relapse-independent longitudinal age-related multiple sclerosis severity score in relapse-onset multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MYPN	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-09	FEV1 or inflammatory bowel disease (pleiotropy);FVC or inflammatory bowel disease (pleiotropy);Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NASPP1	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	5e-12	Atopic dermatitis;Multiple sclerosis;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NCF4-AS1	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	5e-11	Atopic dermatitis;Crohn's disease;Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NELFE	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	5e-65	Inflammatory bowel disease;Rheumatoid arthritis or inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False	-0.2906828013820863	0.1047965448413678				0.0					0.0	0.0	False						
NIFKP1	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-11	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Inflammatory bowel disease;Inflammatory bowel disease (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NOP56P1	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	4e-23	Bipolar disorder or Crohn's disease (MTAG);Hunner-type interstitial cystitis or rheumatoid arthritis (MTAG);Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NRG3	6.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	3	2e-11	Interstitial lung diseases in rheumatoid arthritis;Kidney disease (early and late stages) in type 1 diabetes;Systemic lupus erythematosus (MTAG)	0.0	0.0		0.0	False	0.0580254289377926	0.9554893303705876				0.0					0.0	0.0	False						
