gene	comparator	region	region_class	nominal_PP.H4	nominal_PP.H3	min_sensitivity_PP.H4	median_sensitivity_PP.H4	max_sensitivity_PP.H4	top_shared_snp	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_qtl_h4	max_qtl_h4	qtl_direction_proxy_values	same_gene_cellstate_score	same_gene_cellstate_gate	positive_c15_contexts	best_c15_context	chembl_target_id	druggable_activity_count	manual_blocker	landscape_score
HLA-DRB1	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					2.1	False	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell		0.0		0.13125
HLA-DRB1	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					2.1	False	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell		0.0		0.13125
HLA-DRB1	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					2.1	False	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell		0.0		0.13125
HLA-DRB1	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					2.1	False	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell		0.0		0.13125
HLA-DRB1	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					2.1	False	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell		0.0		0.13125
AGPAT1	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875071283028284
HLA-DRA	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875071283028284
AGPAT1	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:31983611-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:31983611-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
AGPAT1	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.9	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.11875
HLA-DRA	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.9	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.11875
TTYH3	UC	7:1941337-3289880	stable_H3_or_distinct	5.523679302525824e-05	0.9955019895646483	5.085476089174471e-06	5.523679302525824e-05	0.0008501905388186679	rs7796798	0.0		0.0					1.7	False	t1d_ductal_cell	t1d_ductal_cell		0.0		0.10655380236163892
HLA-C	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10629676856400017
HLA-C	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625500364289349
HLA-C	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625071283028284
HLA-C	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625063245016146
HLA-C	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625063245016146
HLA-C	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625063245015526
HLA-C	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625063245015526
HLA-C	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625000000001306
HLA-C	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625000000001306
HLA-C	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.7	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.10625
LTA	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					1.5	False				0.0		0.09379676856400017
LTA	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					1.5	False				0.0		0.09375500364289349
LTA	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					1.5	False				0.0		0.09375063245016146
LTA	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					1.5	False				0.0		0.09375063245016146
LTA	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					1.5	False				0.0		0.09375063245015526
LTA	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					1.5	False				0.0		0.09375063245015526
LTA	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					1.5	False				0.0		0.09375000000001306
LTA	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					1.5	False				0.0		0.09375000000001306
HLA-DOA	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DOA	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPA1	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPB1	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DOA	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPA1	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPB1	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DOA	UC	6:31983611-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DOA	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPA1	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPB1	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DOA	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPA1	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPB1	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DOA	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPA1	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPB1	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DOA	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPA1	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPB1	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DOA	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPA1	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.5	False				0.0		0.09375
HLA-DPB1	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.5	False				0.0		0.09375
AIF1	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08754676856400016
CLIC1	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08754676856400016
AIF1	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750500364289349
CLIC1	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750500364289349
AIF1	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750071283028284
CLIC1	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750071283028284
AIF1	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750063245016146
CLIC1	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750063245016146
AIF1	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750063245016146
CLIC1	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750063245016146
AIF1	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750063245015526
CLIC1	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750063245015526
AIF1	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750063245015526
CLIC1	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750063245015526
AIF1	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750000000001305
CLIC1	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750000000001305
AIF1	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750000000001305
CLIC1	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.08750000000001305
AIF1	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.0875
CLIC1	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.0875
CLIC1	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.0875
CLIC1	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.0875
CLIC1	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	ibd_uc_myeloid	ibd_uc_myeloid		0.0		0.0875
PPT2	UC	6:31983611-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.0875
PPT2	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.0875
PPT2	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.0875
PPT2	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					1.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.0875
PPT2	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.0875
PPT2	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					1.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.0875
