gene	sources_present	manual_route	manual_blocker	closure_text	wave81_call	wave81_score	direct_perturbation	direct_perturbation_detail	foundation_model_support_w81	foundation_model_detail_w81	model_support_contexts_w57	model_strong_contexts_w57	wave57_call	best_model_context	best_model_z	best_model_projection	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	manual_prior_blocked	cross_autoimmune_score_w83	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	positive_disease_count	positive_diseases	negative_disease_count	retained_residual_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	ibd_response_fdr10	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	wave91_call	wave83_call	wave62_call	has_direct_perturbation	has_foundation_support	has_nonexpression_anchor	ms_anchor	cross_disease_anchor	direction_or_response_support	reachable_modality	prior_or_safety_blocked	wrong_direction_or_undruggable	expression_only	wave103_score	wave103_gate_count	wave103_missing_gates	wave103_call	wave103_call_priority
IRF1	wave81;wave83;wave91;wave37;wave62			weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker |  |  | UNSPECIFIED_ROUTE_NOT_AUDITED |  | 	NO_GO_NO_PERTURBATION_SUPPORT	3.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		True	3.5999999999999996	3.0	Crohn;Psoriasis;SLE	1.0	0.0	2.0	0.0	0.0	0.9222930745319916	2.0	Crohn disease	0.0	0.0	0.0	1.0	1.0	0.0	UNRESOLVED	-0.1569538749450338	0.9971256078463696	NO_GO_RESPONSE_SIGNAL_NOT_SHARED_ACROSS_DISEASES	NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	False	False	False	True	False	False	-1.7000000000000002	1	ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_PRIOR_OR_SAFETY_BLOCKED	7
CXCR5	wave83;wave37;wave62			insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | No broad local credible-set/eQTL-backed genetic package; GWAS-only evidence is insufficient. |  |  | 		0.0	0.0		0.0		0.0	0.0					5.5	receptor_or_ligand_axis	0.0	CHEMBL1075315	False	1.0	0.0		2.0	0.0	2.0	0.0	0.2084468851026795	0.8058502001327881	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4314095254588561	0.9971256078463696		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	False	False	True	True	False	False	-2.0	2	ms_anchor;cross_disease_anchor;direction_or_response_support	NO_GO_PRIOR_OR_SAFETY_BLOCKED	7
CD5	wave83;wave37;wave62			weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:broad_t_cell_surface_axis_prior_art_and_direction_unclear;no_high_confidence_directional_support | broad_t_cell_surface_axis_prior_art_and_direction_unclear | insufficient_independent_convergence_after_guardrails |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		True	3.2	1.0	MS	5.0	1.0	5.0	0.9009516835212708	0.61215592698235	0.5553125042665915	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3197812909445012	0.9965506589785832		NO_GO_NOT_REACHABLE_FIRST_CLASS	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	False	False	True	True	False	False	False	True	True	False	-2.5	2	cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_PRIOR_OR_SAFETY_BLOCKED	7
LGALS9	wave83;wave37;wave62			weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		True	3.5	0.0		3.0	0.0	3.0	0.0	0.2021351296490117	0.5166688988096573	2.0	type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0960813377148148	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	False	False	False	True	False	False	-3.2	1	ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_PRIOR_OR_SAFETY_BLOCKED	7
PDCD1	wave83;wave37;wave62			weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  |  |  | checkpoint_axis_safety_prior_art | 		0.0	0.0		0.0		0.0	0.0					1.0	intracellular_other	0.0		True	3.2	1.0	UC	8.0	0.0	8.0	0.0	0.2453014249639151	0.7348352763063892	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.92680645214109	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	False	False	False	True	False	False	-3.5	1	ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_PRIOR_OR_SAFETY_BLOCKED	7
NRCAM	wave83;wave94;wave102;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	surface_secreted_other	0.0		False	3.0	0.0		0.0	0.0	0.0	0.0	1.2982290374792624	0.0812547813304489	3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	1.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2092097024064988	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	True	True	False	True	False	False	True	6.949999999999999	3	has_nonexpression_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
LRIG3	wave83;wave94;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	surface_secreted_other	0.0		False	3.7	1.0	Celiac	0.0	0.0	0.0	0.0	1.4284885080798049	0.0537582280326119	3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1462310261131644	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	True	True	False	True	False	False	True	6.699999999999999	3	has_nonexpression_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
FXYD5	wave83;wave94;wave102;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | directional_negative_disease_signal; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	transporter_or_trafficking	0.0		False	5.0	0.0		0.0	0.0	0.0	0.0	0.3524746864413863	0.0587113391653537	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	2.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2178873508531571	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	True	True	False	True	False	False	True	6.6	3	has_nonexpression_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PLEK2	wave83;wave94;wave37			weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	surface_secreted_other	0.0		False	3.0	0.0		0.0	0.0	0.0	0.0	3.0459958234208124	0.0073786076112192	3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0251894239467287	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	True	True	False	True	False	False	True	6.199999999999999	3	has_nonexpression_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
ADM	wave83;wave94;wave102;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	surface_secreted_other	0.0		False	3.0	0.0		0.0	0.0	0.0	0.0	0.4472306428657475	0.2265084165897911	3.0	Crohn disease;Sjogren syndrome;ulcerative colitis	0.0	2.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3606519701255484	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	4.7	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
HINT1	wave83;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	nuclear_regulatory	0.0		False	4.7	1.0		0.0	0.0	0.0	0.0	0.3658156867496096	0.0675735985637374	3.0	Crohn disease;Sjogren syndrome;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.8885207819466143	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	True	True	False	False	False	False	True	4.7	2	has_nonexpression_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PLEK	wave81;wave83;wave37			weak_reachability |  | insufficient_independent_convergence_after_guardrails |  |  | 	NO_GO_NO_PERTURBATION_SUPPORT	5.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	3.7	1.0	MS	0.0	0.0	0.0	0.5489491884342483	0.0008511431179645	0.997174971498952	3.0	Crohn disease;Sjogren syndrome;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.484743985307714	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	True	True	False	False	False	False	True	4.7	2	has_nonexpression_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
APOC1	wave83;wave94;wave102;wave37;wave62			weak_reachability |  | insufficient_breadth; directional_negative_disease_signal; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	receptor_or_ligand_axis	0.0		False	3.0	0.0		0.0	0.0	0.0	0.0	0.8063088065414767	0.0333487255864159	3.0	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2597261081403473	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	True	True	False	True	False	False	True	4.699999999999999	3	has_nonexpression_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
C15ORF48	wave83;wave94			weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	intracellular_other	0.0		False	5.0	0.0		0.0	0.0	0.0	0.0	1.223015588579818	0.0037534871126623	3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0			1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	True	True	False	False	False	False	True	4.2	2	has_nonexpression_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
LITAF	wave83;wave94;wave37			weak_reachability;no_strong_ms_anchor |  | insufficient_breadth; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	lysosomal_enzyme_or_trafficking	0.0		False	4.4	2.0	Crohn;UC	0.0	0.0	0.0	0.0	0.3084198322537244	0.1715754140954014	3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0487929518498577	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	4.2	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
ROMO1	wave83;wave94;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	intracellular_other	0.0		False	4.0	0.0		0.0	0.0	0.0	0.0	0.4378196442775728	0.0660650677266765	3.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.5905002775232864	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	True	True	False	False	False	False	True	4.2	2	has_nonexpression_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
HLA-DRA	wave83;wave91;wave94			weak_reachability;no_strong_ms_anchor |  | insufficient_breadth; core_machinery_or_hla_marker; reachable protein class by UniProt location/features; Wave15 residual state support in 7 diseases | NO_GO_BROAD_MHC_CLASS_II |  | 		0.0	0.0		0.0		0.0	0.0					2.0	receptor_or_ligand_axis	0.0		False	3.0	0.0		0.0	0.0	0.0	0.0	0.2891316379039903	0.0967712300030488	3.0	Crohn disease;Sjogren syndrome;ulcerative colitis	0.0	0.0	0.0	2.0	0.0	0.0			1.0	PARK_RESPONSE_DIRECTIONS_WEAK_OR_UNDERPOWERED	NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	True	True	True	True	True	False	True	4.199999999999999	4	has_nonexpression_anchor	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
ITGB4	wave83			no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 4 |  |  | 		0.0	0.0		0.0		0.0	0.0					4.0	receptor_or_ligand_axis	4.0	CHEMBL6066233	False	5.7	1.0	MS	0.0	0.0	0.0	0.4255515583281347	0.0	0.1442983736782742	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0			1.0		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		False	False	False	False	True	False	True	False	False	True	4.1	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
NUP205	wave83;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	transporter_or_trafficking	0.0		False	5.7	1.0	SLE	0.0	1.0	0.0	0.0	0.060155073131991	0.6829134822005106	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2252168291757787	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	True	False	True	False	False	True	4.1	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
LAPTM5	wave83;wave94;wave102			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class by UniProt location/features; Wave15 residual state support in 6 diseases |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	transporter_or_trafficking	0.0		False	3.0	0.0		0.0	0.0	0.0	0.0	0.2726573823705198	0.1303632586408956	3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	0.0	0.0	0.0	0.0			1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	3.95	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
ATG7	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	transporter_or_trafficking	0.0		False	3.7	1.0	AS	0.0	0.0	0.0	0.0	0.3458460116218482	0.2326137674343736	3.0	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0590428580127808	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	3.7	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
RYR2	wave83;wave94;wave37			weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	receptor_or_ligand_axis	0.0		False	3.7	1.0	MS	0.0	0.0	0.0	0.4121115507645501	1.7419257483873338	0.137559744547624	3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0579025792929429	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	3.7	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
CHI3L1	wave83;wave94;wave102			weak_reachability;manual_or_prior_blocker |  | insufficient_breadth; prior_demoted_or_class_blocked; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	surface_secreted_other	0.0		True	4.0	0.0		0.0	0.0	0.0	0.0	2.006853151074319	0.0046126032857275	3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	2.0	0.0	0.0	0.0	0.0			1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	True	True	False	True	True	False	True	3.6999999999999993	3	has_nonexpression_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
AGRN	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	receptor_or_ligand_axis	0.0	CHEMBL4295648	False	7.0	0.0		0.0	0.0	0.0	0.0	0.0	0.5354048479004957	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0396916290966388	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	3.5999999999999996	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
AP2B1	wave83;wave37			no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 4 |  |  | 		0.0	0.0		0.0		0.0	0.0					4.0	transporter_or_trafficking	4.0	CHEMBL6067269	False	5.0	0.0		0.0	0.0	0.0	0.0	0.1143865331231861	0.3967725673770887	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4295607930835301	0.9971256078463696		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		False	False	False	False	True	False	True	False	False	True	3.5999999999999996	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
ARHGEF28	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	receptor_or_ligand_axis	0.0		False	4.0	0.0		0.0	0.0	0.0	0.0	0.0	0.7429489642671361	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.107755627796558	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	3.5999999999999996	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
COX7A2	wave83;wave37			weak_reachability;no_strong_ms_anchor |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	transporter_or_trafficking	0.0		False	4.0	0.0		0.0	0.0	0.0	0.0	0.1753693830366742	0.3925186644961553	4.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.5828768928820304	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	3.5999999999999996	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
COX7B	wave83;wave37			weak_reachability;no_strong_ms_anchor |  | insufficient_breadth; no_ms_anchor; directional_negative_disease_signal; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	transporter_or_trafficking	0.0		False	4.0	0.0		0.0	0.0	0.0	0.0	0.336284974580872	0.3849065929257884	4.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2941751414797042	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	3.5999999999999996	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GOLT1B	wave83;wave37			no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 2 |  |  | 		0.0	0.0		0.0		0.0	0.0					4.0	transporter_or_trafficking	2.0	CHEMBL6066348	False	4.0	0.0		0.0	0.0	0.0	0.0	0.1829471381030103	0.3453990585708625	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1975052687550812	0.920009505703422		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		False	False	False	False	True	False	True	False	False	True	3.5999999999999996	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
HSPG2	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; directional_negative_disease_signal; reachable protein class by UniProt location/features |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	surface_secreted_other	0.0		False	4.0	0.0		0.0	0.0	0.0	0.0	0.0	0.3187159992688665	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.108326056962916	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	False	False	True	False	True	False	False	True	3.5999999999999996	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
ITGA2	wave83;wave37			no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 3 |  |  | 		0.0	0.0		0.0		0.0	0.0					4.0	receptor_or_ligand_axis	3.0	CHEMBL4998	False	4.0	0.0		0.0	0.0	0.0	0.0	0.0	0.1447926777202628	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1574179218294537	0.9971256078463696		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		False	False	False	False	True	False	True	False	False	True	3.5999999999999996	2	has_nonexpression_anchor;ms_anchor;direction_or_response_support	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
