gene	approved_name	wave104_call	wave104_call_priority	wave104_score	wave104_missing_gates	route_hypothesis	manual_route_blocker	prior_or_safety	gate_ms_genetic	gate_cross_autoimmune_genetics	gate_lipid_state_or_recurrence	gate_directional_or_perturbation	gate_reachable_modality	ms_max_l2g_score	ms_max_relevant_qtl_h4	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	relevant_qtl_coloc_disease_count	strong_qtl_coloc_diseases	genetic_disease_count_union	genetic_diseases_union	local_positive_disease_count	local_positive_diseases	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	direct_perturbation	direct_perturbation_detail	foundation_support	model_support_contexts_w57	model_strong_contexts_w57	best_model_context	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	wave62_score	wave62_call	wave83_call	wave91_call	wave103_call	closure_text
ABR	ABR activator of RhoGEF and GTPase	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	SLE;Sjogren	0	0		3	SLE;Sjogren;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.3495569150792165	0.9971256078463696	0.0	intracellular_other	0		1.1806563138961792	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
ADCY7	adenylate cyclase 7	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	Crohn;UC	0	0		3	AITD;Crohn;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0305457131211305	1.0	0.0	intracellular_other	0		1.4307309985160828	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
C2ORF74	chromosome 2 open reading frame 74	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	1	Psoriasis;UC	3	Crohn;Psoriasis;UC	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		1.597405664491445	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_NO_MS_ANCHOR	 |  |  |  |  |  |  |  |  |  | 
DDX6	DEAD-box helicase 6	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	PBC;RA	3	Celiac;PBC;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.4592755557772657	0.920009505703422	0.0	intracellular_other	0		1.9068594163814665	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
DOK6	docking protein 6	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	Crohn;T1D	3	Crohn;T1D;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1595306040288284	1.0	0.0	intracellular_other	0		1.0702108425707193	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
HDGFL1	HDGF like 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	AS;UC	0	0		3	AS;RA;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0259758052657048	1.0	0.0	intracellular_other	0		0.5553752183914185	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
INPP5B	inositol polyphosphate-5-phosphatase B	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	RA;SLE	3	AITD;RA;SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.090510470453078	0.9971256078463696	0.0	intracellular_other	0		1.8111213501775447	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
MED13	mediator complex subunit 13	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	AS;SLE	0	0		3	AS;RA;SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0129269005440438	1.0	0.0	intracellular_other	0		0.7461326718330383	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
RPH3A	rabphilin 3A	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	Crohn;T1D	0	0		3	AITD;Crohn;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0269293708889023	1.0	0.0	intracellular_other	0		0.8066425323486328	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
SLC7A10	solute carrier family 7 member 10	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	Crohn;UC	0	0		3	Crohn;RA;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1808194461352464	0.9965506589785832	0.0	intracellular_other	0		1.3676286935806274	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
TEAD3	TEA domain transcription factor 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	AS;RA	0	0		3	AS;RA;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.225641481015234	1.0	0.0	intracellular_other	0		1.295997440814972	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
ADGRF5	adhesion G protein-coupled receptor F5	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	SLE	1	1	Celiac	2	Celiac;SLE	1	psoriasis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2022191644256937	1.0	0.0		0		1.8424531652773135	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ASCC2	activating signal cointegrator 1 complex subunit 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	T1D	1	1	T1D	2	T1D;UC	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2054316619545767		0.0		0		2.0905515278843714	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
CAST	calpastatin 	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	AS;Psoriasis	2	AS;Psoriasis	1	ulcerative colitis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.254518302398953	1.0	0.0	intracellular_other	0		1.600738800006701	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_CROSS_DISEASE_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  |  |  |  |  | 
CCR1	C-C motif chemokine receptor 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Celiac	1	1	Celiac	2	Celiac;SLE	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2156948656942898	0.920009505703422	0.0		0		2.138617806840564	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
INTS4	integrator complex subunit 4	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	Celiac;SLE	0	0		2	Celiac;SLE	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1930067684852441	1.0	0.0	intracellular_other	0		0.7178793549537659	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
ITGAM	integrin subunit alpha M	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	SLE;T1D	2	SLE;T1D	1	Sjogren syndrome	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.4110745401682826	0.9971256078463696	0.0	intracellular_other	0		1.9653946266740243	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
NCF4	neutrophil cytosolic factor 4	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Psoriasis	1	1	Psoriasis	2	Crohn;Psoriasis	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1686623092016872	1.0	0.0		0		2.416077136993408	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PDGFD	platelet derived growth factor D	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Celiac	1	1	T1D	2	Celiac;T1D	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.4021611548762235	0.920009505703422	0.0		0		1.983654617919968	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PKP2	plakophilin 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	SLE;Sjogren	0	0		2	SLE;Sjogren	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.3340569426752077	0.9965506589785832	0.0	intracellular_other	0		0.7377994656562805	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
PRKN	parkin RBR E3 ubiquitin protein ligase	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	SLE;Sjogren	0	0		2	SLE;Sjogren	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0					0.0	intracellular_other	0		0.7518472671508789	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
PSMB7	proteasome 20S subunit beta 7	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	Crohn;RA	2	Crohn;RA	1	Sjogren syndrome	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3057263129212626	0.9971256078463696	0.0	intracellular_other	0		1.176383652376626	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
PTEN	phosphatase and tensin homolog	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Psoriasis	1	1	T1D	2	Psoriasis;T1D	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.3125249128279123	0.920009505703422	0.0		0		2.0707720698867296	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SEMA6A	semaphorin 6A	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	SLE;Sjogren	0	0		2	SLE;Sjogren	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0164059160159578	1.0	0.0	intracellular_other	0		0.7967883944511414	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
SGSH	N-sulfoglucosamine sulfohydrolase	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	Crohn;Psoriasis	2	Crohn;Psoriasis	1	psoriasis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.4352246299576434	0.920009505703422	0.0	intracellular_other	0		1.3435171274119546	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
SLC22A4	solute carrier family 22 member 4	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Crohn	1	1	Crohn	2	Crohn;RA	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0727788963907709	1.0	0.0		0		2.4096943262909463	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SLC22A5	solute carrier family 22 member 5	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	Crohn;Psoriasis	2	Crohn;Psoriasis	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.6305455827229165	1.0	0.0	intracellular_other	0		1.9333585040101269	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_CROSS_DISEASE_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
SOX5	SRY-box transcription factor 5	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	2	SLE;Sjogren	0	0		2	SLE;Sjogren	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0981175600745831	1.0	0.0	intracellular_other	0		1.2787103056907654	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
STMN3	stathmin 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	2	Crohn;UC	2	Crohn;UC	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1209544318747057	1.0	0.0	intracellular_other	0		1.8566468932059688	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
TUBG2	tubulin gamma 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		2	1	Crohn;Psoriasis	2	Crohn;Psoriasis	1	psoriasis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.4488145504291285	1.0	0.0		0		1.591025540104683	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_NO_MS_ANCHOR	 |  |  |  |  |  |  |  |  |  | 
XCL2	X-C motif chemokine ligand 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6500000000000004	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Psoriasis	1	1	Psoriasis	2	AITD;Psoriasis	1	Sjogren syndrome	False	0	0	0	0	False		False	0.0	0.0					0.0		0		2.2237124511364144	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
GTF2I	general transcription factor IIi	NO_GO_NO_MS_GENETIC_ANCHOR	5	0.6499999999999999	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	SLE	1	1	SLE	3	Crohn;SLE;Sjogren	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.136193972897574	0.920009505703422	0.0		0		2.3637178004881205	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
