gene	selection_reasons	discovery_priority_score_resid	broad_positive_disease_count	broad_negative_disease_count	broad_ms_positive_nominal	ms_wm_delta_log2_resid	ms_wm_p_resid	in_lipid_lysosomal_myeloid_neighborhood_resid	raw_positive_analysis_count	raw_positive_disease_count	raw_negative_analysis_count	retained_positive_analysis_count	retained_positive_disease_count	non_ibd_retained_positive_analysis_count	non_ibd_retained_positive_disease_count	strict_core_covariate_surviving_analysis_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	raw_positive_analyses	top_retained_tests	residual_gate_priority_score	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood_broad	ms_wm_delta_log2_broad	ms_wm_hedges_g	ms_wm_p_broad	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score_broad	ot_n_diseases_score_ge_0_5	ot_diseases_score_ge_0_5	target_level_genetics_dod_call	audit_priority_call	wave21_residual_modality_score	chembl_target_chembl_id	chembl_pref_name	chembl_target_type	chembl_organism	chembl_nM_activity_count	chembl_search_url	uniprot_accession	uniprot_protein	uniprot_function_excerpt	uniprot_location	uniprot_url	wave21_call	wave21_failures	wave21_modality_read	wave21_manual_class	wave21_direction	wave21_prior_flag	prior_exclusion_reason
FXYD5	four_disease_low_contradiction;top_rank	18.0	4.0	1.0	False	0.3524746864413863	0.0587113391653537	False	3	3	1	2	2	1	1	0	0		psoriasis_keratinocyte:0.365,p=0.029;t1d_endothelial_cell:0.367,p=0.029;ibd_uc_epithelial:0.426,p=0.036	psoriasis_keratinocyte|hif_nampt_metabolic:0.237,p=0.032;ibd_uc_epithelial|lysosomal_apc:0.43,p=0.032;ibd_uc_epithelial|complement_phagocytosis:0.423,p=0.036;psoriasis_keratinocyte|inflammatory_nfkb:0.356,p=0.049	1	17.0	6.0	1.0	1.0	1.0	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease	0.000881266463104	0.0954955339699752	2.3162634762897056	1.3325326560636377	0.0002136897147864	-0.978558928416258	t1d_endothelial_cell:0.89,p=0.00088;t1d_stellate_cell:0.783,p=0.031;ibd_uc_epithelial:2.32,p=0.032;t1d_acinar_cell:1.25,p=0.04;ibd_crohn_epithelial:0.831,p=0.043;psoriasis_keratinocyte:1.4,p=0.045	False	0.3524746864413863	0.8521804117551859	0.0587113391653537	0.8989378106274888															False	True	0.0	18.0					2.5					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=FXYD5&limit=10	Q96DB9	FXYD domain-containing ion transport regulator 5	Associates with and regulates the activity of the sodium/potassium-transporting ATPase (NKA) which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane (By similarity). May increase NKA activity by increasing the apparent affinity for Na(+) (PubMed:18263667). Involved in down-regulation of E-cadherin which results in reduced cell adhesion. Promotes metastasis (PubMed:11756660)	Cell membrane;Basolateral cell membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AFXYD5%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
PDE4D	mechanistic_scout	12.0	3.0	0.0	False	0.0249633764705032	0.9730170701178064	False	3	2	1	3	2	2	1	0	0		ibd_uc_myeloid:0.343,p=0.0097;psoriasis_skin_stromal:0.346,p=0.02;psoriasis_keratinocyte:0.287,p=0.026	psoriasis_skin_stromal|inflammatory_nfkb:0.35,p=0.0035;psoriasis_skin_stromal|hif_nampt_metabolic:0.328,p=0.0035;psoriasis_skin_stromal|lipid_loader_repair:0.36,p=0.0067;ibd_uc_myeloid|hla_ii_apc:0.31,p=0.017;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.344,p=0.021;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.232,p=0.035;ibd_uc_myeloid|lipid_loader_repair:0.24,p=0.036;psoriasis_keratinocyte|inflammatory_nfkb:0.266,p=0.05	1	17.0	3.0	0.0	0.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.0076746055043316	0.1539828546517769	1.2613600492839554	1.8527464123659017			ibd_crohn_epithelial:0.618,p=0.0077;ibd_uc_myeloid:1.26,p=0.02;psoriasis_keratinocyte:0.722,p=0.028	False	0.0249633764705032	0.014613541028234	0.9730170701178064	0.9978591419243252															False	False	0.0	12.0					2.5	CHEMBL288	3',5'-cyclic-AMP phosphodiesterase 4D	SINGLE PROTEIN	Homo sapiens	4945	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=PDE4D&limit=10	Q08499	3',5'-cyclic-AMP phosphodiesterase 4D	Hydrolyzes the second messenger cAMP, which is a key regulator of many important physiological processes	Apical cell membrane;Cytoplasm;Membrane;Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3APDE4D%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
LYZ	top_rank	24.0	3.0	0.0	False	0.0562800383572401	0.8529867596187362	False	5	2	0	5	2	4	1	0	0		t1d_acinar_cell:1.22,p=0.0015;ibd_uc_epithelial:1.85,p=0.0075;t1d_endothelial_cell:0.896,p=0.012;t1d_ductal_cell:0.455,p=0.026;t1d_stellate_cell:1.05,p=0.029	ibd_uc_epithelial|complement_phagocytosis:1.92,p=6.1e-05;t1d_acinar_cell|hla_ii_apc:0.911,p=0.0003;ibd_uc_epithelial|lysosomal_apc:1.91,p=0.00065;t1d_acinar_cell|ifn_apc:0.729,p=0.0021;t1d_acinar_cell|mif_cd74_receptor_state:1.01,p=0.0041;t1d_acinar_cell|lysosomal_apc:0.87,p=0.0049;t1d_endothelial_cell|c1q_phagocytic_myeloid:0.905,p=0.0093;t1d_endothelial_cell|hla_ii_apc:0.875,p=0.013	4	17.0	7.0	0.0	4.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		3.396638510015472e-07	0.0025948619897263	4.311513030151353	2.236591957838187			t1d_endothelial_cell:4.31,p=3.4e-07;t1d_acinar_cell:3.12,p=3.5e-06;t1d_stellate_cell:4.13,p=4e-06;ibd_uc_epithelial:4.12,p=0.00025;t1d_ductal_cell:1.86,p=0.0045;ibd_crohn_epithelial:2.46,p=0.019;t1d_beta_cell:3.08,p=0.023	False	0.0562800383572401	0.0771782961760323	0.8529867596187362	0.977985717637342															False	False	0.0	24.0					2.5	CHEMBL2297	Lysozyme C	SINGLE PROTEIN	Rattus norvegicus	8	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=LYZ&limit=10	P61626	Lysozyme C	Lysozymes have primarily a bacteriolytic function; those in tissues and body fluids are associated with the monocyte-macrophage system and enhance the activity of immunoagents	Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ALYZ%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
S100P	top_rank	17.0	3.0	0.0	False	-0.9432265448886435	0.3979188540487969	False	3	2	0	3	2	1	1	0	0		ibd_uc_epithelial:1.09,p=0.00073;ibd_uc_myeloid:3.28,p=0.024;psoriasis_keratinocyte:0.414,p=0.035	ibd_uc_epithelial|complement_phagocytosis:1.09,p=0.00066;ibd_uc_epithelial|lysosomal_apc:1.08,p=0.001;ibd_uc_epithelial|lipid_loader_repair:1.03,p=0.0023;ibd_uc_epithelial|core_lysosomal_lipid:0.962,p=0.0053;ibd_uc_epithelial|mixscale_validated_ifng_readout:0.748,p=0.013;ibd_uc_epithelial|c1q_phagocytic_myeloid:0.764,p=0.031;ibd_uc_epithelial|complement_effector:0.73,p=0.032;ibd_uc_myeloid|hla_ii_apc:3.05,p=0.036	4	17.0	6.0	0.0	1.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		8.191630619815881e-05	0.022261091931916	3.802052283624571	2.2673124805198728			ibd_uc_epithelial:2.66,p=8.2e-05;ibd_uc_myeloid:3.8,p=0.0056;ibd_crohn_myeloid:3.41,p=0.0077;ibd_crohn_epithelial:1.62,p=0.026;psoriasis_keratinocyte:2.56,p=0.027;psoriasis_skin_stromal:0.779,p=0.034	False	-0.9432265448886435	-0.3603386547694298	0.3979188540487969	0.9157809859344704															False	False	0.0	17.0					2.5	CHEMBL6066932	Protein S100-P	SINGLE PROTEIN	Homo sapiens	2	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=S100P&limit=10	P25815	Protein S100-P	May function as calcium sensor and contribute to cellular calcium signaling. In a calcium-dependent manner, functions by interacting with other proteins, such as EZR and PPP5C, and indirectly plays a role in physiological processes like the formation of microvilli in epithelial cells. May stimulate cell proliferation in an autocrine manner via activation of the receptor for activated glycation end products (RAGE)	Nucleus;Cytoplasm;Cell projection, microvillus membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AS100P%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
GSTO1	top_rank	17.2029821615393	3.0	0.0	False	0.2862699043732082	0.1871428268819449	False	3	2	0	3	2	1	1	0	0		ibd_uc_myeloid:0.748,p=0.0015;psoriasis_keratinocyte:0.334,p=0.023;ibd_uc_stromal:0.415,p=0.032	ibd_uc_stromal|complement_effector:0.426,p=0.0042;ibd_uc_myeloid|hla_ii_apc:0.566,p=0.0066;ibd_uc_stromal|lysosomal_apc:0.466,p=0.0083;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.569,p=0.0089;ibd_uc_myeloid|lipid_loader_repair:0.51,p=0.011;ibd_uc_stromal|core_lysosomal_lipid:0.417,p=0.018;ibd_uc_myeloid|complement_phagocytosis:0.472,p=0.028;ibd_uc_stromal|ifn_apc:0.421,p=0.031	4	17.0	4.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		3.615011809752281e-05	0.0290306713098459	1.287503004936606	3.349373857371191			ibd_uc_myeloid:1.29,p=3.6e-05;ibd_uc_stromal:0.812,p=0.00051;psoriasis_keratinocyte:0.826,p=0.0017;ibd_crohn_myeloid:0.574,p=0.014	False	0.2862699043732082	0.6037310192759937	0.1871428268819449	0.8993702893651148							4.059643230786017	1.2798216153930086	2.7798216153930086	0.0	0.0				False	False	0.0	17.2029821615393					2.5	CHEMBL3174	Glutathione S-transferase omega-1	SINGLE PROTEIN	Homo sapiens	123	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=GSTO1&limit=10	P78417	Glutathione S-transferase omega-1	Exhibits glutathione-dependent thiol transferase and dehydroascorbate reductase activities. Has S-(phenacyl)glutathione reductase activity. Also has glutathione S-transferase activity. Participates in the biotransformation of inorganic arsenic and reduces monomethylarsonic acid (MMA) and dimethylarsonic acid	Cytoplasm, cytosol	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AGSTO1%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	chembl_single_target_activity				
PKM	four_disease_low_contradiction;top_rank	21.086432998512233	4.0	0.0	False	0.2079528837975353	0.3934173353018323	False	4	3	0	2	2	0	0	0	0		ibd_uc_epithelial:0.487,p=0.0005;ibd_crohn_epithelial:0.263,p=0.023;psoriasis_keratinocyte:0.536,p=0.026;ibd_uc_myeloid:0.362,p=0.038	ibd_uc_epithelial|complement_phagocytosis:0.479,p=0.00078;ibd_uc_epithelial|lysosomal_apc:0.476,p=0.001;ibd_uc_epithelial|lipid_loader_repair:0.454,p=0.0021;ibd_uc_epithelial|core_lysosomal_lipid:0.396,p=0.0071;ibd_uc_epithelial|mixscale_validated_ifng_readout:0.298,p=0.018;ibd_crohn_epithelial|complement_phagocytosis:0.244,p=0.03;ibd_uc_epithelial|c1q_phagocytic_myeloid:0.323,p=0.036;ibd_uc_epithelial|complement_effector:0.297,p=0.04	2	17.0	7.0	0.0	1.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0001061048032522	0.0250248385526533	1.1126863304662082	2.00625856059578			ibd_uc_epithelial:1.11,p=0.00011;psoriasis_keratinocyte:0.949,p=0.0034;ibd_crohn_epithelial:0.548,p=0.0065;psoriasis_skin_apc:0.542,p=0.017;ibd_uc_stromal:0.734,p=0.035;psoriasis_skin_stromal:0.582,p=0.041;t1d_endothelial_cell:1.05,p=0.042	False	0.2079528837975353	0.3734962823418621	0.3934173353018323	0.9157809859344704							1.728659970244652	0.1143299851223261	1.614329985122326	0.0	0.0				False	False	0.0	21.086432998512233					2.5	CHEMBL1075189	Pyruvate kinase PKM	SINGLE PROTEIN	Homo sapiens	14174	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=PKM&limit=10	P14618	Pyruvate kinase PKM	Pyruvate kinase isoform expressed in adult tissues, which replaces isoform M2 after birth (PubMed:18337823). In contrast to isoform M2, has high pyruvate kinase activity by itself and does not require allosteric activation by D-fructose 1,6-bisphosphate (FBP) for activity (PubMed:20847263)	Cytoplasm	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3APKM%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	chembl_single_target_activity				
CCL19	four_disease_low_contradiction	16.0	4.0	0.0	False	-1.29003978913952	0.3974902111744002	False	2	2	0	2	2	1	1	0	0		psoriasis_skin_stromal:0.325,p=0.0069;ibd_crohn_myeloid:1.95,p=0.036	psoriasis_skin_stromal|lipid_loader_repair:0.297,p=0.0022;psoriasis_skin_stromal|hif_nampt_metabolic:0.325,p=0.0069;psoriasis_skin_stromal|inflammatory_nfkb:0.323,p=0.013;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.298,p=0.022;ibd_crohn_myeloid|lipid_loader_repair:1.91,p=0.039;ibd_crohn_myeloid|hla_ii_apc:1.81,p=0.043;ibd_crohn_myeloid|complement_effector:1.81,p=0.048	4	12.0	4.0	0.0	0.0	0.0	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0073824539480183	0.2203008425387589	4.228180985887491	1.753040054838587			psoriasis_skin_apc:1.88,p=0.0074;ibd_crohn_myeloid:4.23,p=0.0085;sjogren_gland_apc:2.36,p=0.024;ibd_uc_myeloid:3.92,p=0.025	False	-1.29003978913952	-0.3609374656928356	0.3974902111744002	0.9157809859344704															False	False	0.0	16.0					2.5					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CCL19&limit=10	Q99731	C-C motif chemokine 19	May play a role not only in inflammatory and immunological responses but also in normal lymphocyte recirculation and homing. May play an important role in trafficking of T-cells in thymus, and T-cell and B-cell migration to secondary lymphoid organs. Binds to chemokine receptor CCR7. Recombinant CCL19 shows potent chemotactic activity for T-cells and B-cells but not for granulocytes and monocytes. Binds to atypical chemokine receptor ACKR4 and mediates the recruitment of beta-arrestin (ARRB1/2) to ACKR4	Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACCL19%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
GALE	four_disease_low_contradiction	16.07973217652301	4.0	0.0	False	-1.0780208820228463	0.2144225112003847	False	2	2	0	2	2	1	1	0	0		psoriasis_keratinocyte:0.505,p=0.00033;ibd_uc_epithelial:0.217,p=0.0085	ibd_uc_epithelial|complement_phagocytosis:0.211,p=0.0065;psoriasis_keratinocyte|inflammatory_nfkb:0.457,p=0.0075;ibd_uc_epithelial|lysosomal_apc:0.21,p=0.008;ibd_uc_epithelial|lipid_loader_repair:0.214,p=0.01;psoriasis_keratinocyte|hif_nampt_metabolic:0.406,p=0.039	4	17.0	4.0	0.0	0.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0035047630690015	0.1254406481994986	1.966385913330455	1.7122873934010752			ibd_uc_epithelial:0.618,p=0.0035;psoriasis_keratinocyte:1.97,p=0.0052;ibd_crohn_epithelial:0.459,p=0.034;t1d_endothelial_cell:1.94,p=0.036	False	-1.0780208820228463	-0.5785218171070586	0.2144225112003847	0.8993702893651148							1.5946435304601798	0.0473217652300898	1.54732176523009	0.0	0.0				False	False	0.0	16.07973217652301					2.5	CHEMBL5843	UDP-glucose 4-epimerase	SINGLE PROTEIN	Homo sapiens	6	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=GALE&limit=10	Q14376	UDP-glucose 4-epimerase	Catalyzes two distinct but analogous reactions: the reversible epimerization of UDP-glucose to UDP-galactose and the reversible epimerization of UDP-N-acetylglucosamine to UDP-N-acetylgalactosamine. The reaction with UDP-Gal plays a critical role in the Leloir pathway of galactose catabolism in which galactose is converted to the glycolytic intermediate glucose 6-phosphate. It contributes to the catabolism of dietary galactose and enables the endogenous biosynthesis of both UDP-Gal and UDP-GalNAc when exogenous sources are limited. Both UDP-sugar interconversions are important in the synthesis of glycoproteins and glycolipids		https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AGALE%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
MMP15	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	-1.812501370281954	0.0728459543548149	False	2	2	0	2	2	1	1	0	0		psoriasis_keratinocyte:0.27,p=0.0015;ibd_crohn_stromal:0.313,p=0.039	psoriasis_keratinocyte|inflammatory_nfkb:0.241,p=0.01;ibd_crohn_stromal|complement_effector:0.33,p=0.018;ibd_crohn_stromal|lysosomal_apc:0.321,p=0.035;psoriasis_keratinocyte|hif_nampt_metabolic:0.224,p=0.038	4	17.0	5.0	0.0	0.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0150367866660274	0.3244112316515777	1.1051724497740072	1.4023947036724056			psoriasis_skin_stromal:0.8,p=0.015;ibd_crohn_stromal:1.1,p=0.028;ibd_uc_stromal:1.01,p=0.032;psoriasis_keratinocyte:1.11,p=0.033;t1d_ductal_cell:0.33,p=0.041	False	-1.812501370281954	-0.7879827157225675	0.0728459543548149	0.8989378106274888															False	False	0.0	17.0					2.5	CHEMBL2963	Matrix metalloproteinase-15	SINGLE PROTEIN	Homo sapiens	42	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=MMP15&limit=10	P51511	Matrix metalloproteinase-15	Endopeptidase that degrades various components of the extracellular matrix. May activate progelatinase A	Membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AMMP15%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
DNAJB11	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	-0.527981077152857	0.1109266021735256	False	2	2	0	2	2	1	1	0	0		ibd_crohn_epithelial:0.213,p=0.0052;psoriasis_skin_stromal:0.227,p=0.029	ibd_crohn_epithelial|lysosomal_apc:0.201,p=0.0099;ibd_crohn_epithelial|complement_phagocytosis:0.204,p=0.0099;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.201,p=0.013;psoriasis_skin_stromal|lipid_loader_repair:0.213,p=0.025;psoriasis_skin_stromal|inflammatory_nfkb:0.227,p=0.031;psoriasis_skin_stromal|hif_nampt_metabolic:0.222,p=0.04	4	17.0	5.0	0.0	0.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0046241909602701	0.1373959661300443	0.8636979200366355	1.301574985638501			ibd_crohn_epithelial:0.864,p=0.0046;t1d_acinar_cell:0.516,p=0.0054;psoriasis_skin_stromal:0.654,p=0.03;ibd_uc_myeloid:0.649,p=0.037;ibd_uc_epithelial:0.806,p=0.048	False	-0.527981077152857	-0.7324418539917725	0.1109266021735256	0.8989378106274888															False	False	0.0	17.0					2.5	CHEMBL6067236	DnaJ homolog subfamily B member 11	SINGLE PROTEIN	Homo sapiens	2	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=DNAJB11&limit=10	Q9UBS4	DnaJ homolog subfamily B member 11	As a co-chaperone for HSPA5 it is required for proper folding, trafficking or degradation of proteins (PubMed:10827079, PubMed:15525676, PubMed:29706351). Binds directly to both unfolded proteins that are substrates for ERAD and nascent unfolded peptide chains, but dissociates from the HSPA5-unfolded protein complex before folding is completed (PubMed:15525676). May help recruiting HSPA5 and other chaperones to the substrate. Stimulates HSPA5 ATPase activity (PubMed:10827079). It is necessary for maturation and correct trafficking of PKD1 (PubMed:29706351)	Endoplasmic reticulum lumen	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ADNAJB11%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
ATOX1	four_disease_low_contradiction;top_rank	19.0	4.0	0.0	False	0.5235633697570927	0.5641167566536998	False	3	3	0	3	3	1	1	2	2	ibd_crohn_stromal:Crohn disease;ibd_uc_stromal:ulcerative colitis	ibd_uc_stromal:0.544,p=0.00036;ibd_crohn_stromal:0.422,p=0.016;psoriasis_skin_stromal:0.302,p=0.028	ibd_uc_stromal|complement_effector:0.547,p=0.00029;ibd_uc_stromal|ifn_apc:0.548,p=0.00045;ibd_uc_stromal|hla_ii_apc:0.529,p=0.00078;ibd_uc_stromal|lysosomal_apc:0.51,p=0.0012;ibd_crohn_stromal|inflammatory_nfkb:0.277,p=0.0058;ibd_crohn_stromal|hif_nampt_metabolic:0.264,p=0.0058;ibd_crohn_stromal|complement_effector:0.438,p=0.006;ibd_uc_stromal|lipid_loader_repair:0.425,p=0.0068	19	17.0	5.0	0.0	1.0	0.0	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		5.240601206796278e-05	0.0222272310103389	0.9165512727347584	1.991582284672315			ibd_uc_stromal:0.901,p=5.2e-05;sjogren_gland_stromal:0.585,p=0.0049;ibd_crohn_stromal:0.611,p=0.011;sjogren_gland_apc:0.917,p=0.011;psoriasis_keratinocyte:0.857,p=0.032	False	0.5235633697570927	0.2459770193743616	0.5641167566536998	0.9421446607973148															False	False	0.0	19.0					11.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=ATOX1&limit=10	O00244	Copper transport protein ATOX1	Binds and deliver cytosolic copper to the copper ATPase proteins. May be important in cellular antioxidant defense		https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AATOX1%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	PARK_LOCAL_RESIDUAL_ONLY	breadth_below_4_diseases;weak_external_modality	none_detected;manual_class=intracellular copper chaperone/transcriptional cofactor	intracellular copper chaperone/transcriptional cofactor	inhibit copper-chaperone/redox signaling only if causal	modality immature; copper homeostasis safety risk	
