gene	strict_call	fresh_score	support_channels	hard_closed_postcritique	strict_blocked	ms_nominal	ms_fdr_grade	broad_cell_state	genetics	response	perturbation_or_model	modality	broad_positive_disease_count	wave55_genetic_disease_count	blockers_or_missing	source_call	blocker_text
VRK2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
VWA1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
WAS	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
WDR1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
WDR27	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
WDR54	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
WNK3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
WNT5A	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
XDH	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
YDJC	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
YEATS2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZBTB11-AS1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZBTB8OS	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZC3HC1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZDHHC13	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZDHHC20	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZDHHC21	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZMPSTE24	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZMYM3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZMYND8	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZNF140	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZNF428	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZSCAN31	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TRIB2	NO_GO_RESIDUAL	2.0999999999999996	2	False	True	False	False	True	True	False	False	False	3	4	strict_blocker_text;no_fdr_grade_ms;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION
ABCA1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ABCG1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ABR	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ACOXL	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ADAD1	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ADCY7	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ADGRD1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ADGRL2	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	9	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ADO	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AFF3	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AGO1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AHCYL1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ANKH	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ANKRD30A	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	8	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ANKRD44-IT1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ANKRD55	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	10	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ANKS1A	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AP1AR	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOBR	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARC	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP10	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP18	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ASAP2	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ASIC1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ATG16L1	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	9	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
B3GNT2	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BAP1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BAZ1B	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BCL2L11	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BECN1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BLTP1	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BLTP3A	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BMS1P20	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BRI3	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
C10orf55	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
C15orf48	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
C17orf105	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
C1orf141	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
C3orf52	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
C7orf33	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CABIN1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CASR	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CCL21	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CCNDBP1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CCR3	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CCT6B	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CD226	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	6	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CD27	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CD28	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CD6	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	6	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CD79A	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CDC5L	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CDKN2B	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CDNF	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CENPQ	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CHIT1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CHKB-CPT1B	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CLNK	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CNBP	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CNPPD1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CNRIP1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CNST	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CNTNAP5	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
COX7B2	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CPNE3	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CRSP8P	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CSDE1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CSMD1	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	6	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CSNK2A2	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CTLA4	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CUL3	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CUX2	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CWC22	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CXCR6	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CXXC5	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DAPK1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DENND4C	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DHX29	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DHX35	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DIRAS1	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DMXL2	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DNAJC21	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DNM3OS	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DNMT3A	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DNMT3B	NO_GO_RESIDUAL	2.0	1	False	False	False	False	False	True	False	False	False	0	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DSCR9	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
EEF2	NO_GO_RESIDUAL	2.0	1	False	False	True	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
